iter	RMSE
510	1.936394404
511	1.93577315
512	1.935599546
513	1.934985067
514	1.934313189
515	1.933879082
516	1.933551083
517	1.933160862
518	1.931738015
519	1.931412798
520	1.93109456
521	1.930647607
522	1.930262322
523	1.928657971
524	1.928301384
525	1.928063238
526	1.927757366
527	1.927515104
528	1.926999531
529	1.926720811
530	1.926438043
531	1.92584632
532	1.924302737
533	1.923617646
534	1.923116651
535	1.92275516
536	1.922376512
537	1.92185483
538	1.921454405
539	1.921148984
540	1.920866641
541	1.920584758
542	1.92000184
543	1.919296698
544	1.918933954
545	1.918596187
546	1.918108881
547	1.917780512
548	1.917259195
549	1.916599965
550	1.916007893
551	1.915311072
552	1.914989947
553	1.914474512
554	1.914266477
555	1.913874533
556	1.913518891
557	1.913281144
558	1.912988026
559	1.912514466
560	1.912185486
561	1.911721892
562	1.911422342
563	1.910992365
564	1.910703604
565	1.910034431
566	1.909594753
567	1.90923449
568	1.909066948
569	1.908871242
570	1.908565197
571	1.908300432
572	1.907997174
573	1.907413066
574	1.906760636
575	1.906541581
576	1.906103663
577	1.905662625
578	1.905388706
579	1.905049213
580	1.904752982
581	1.904510942
582	1.90421082
583	1.90396091
584	1.903844232
585	1.903341588
586	1.902826932
587	1.902592725
588	1.902086588
589	1.901754403
590	1.901122672
591	1.900893297
592	1.900559319
593	1.9003723
594	1.899979558
595	1.899643122
596	1.899375485
597	1.899005691
598	1.898636816
599	1.898364563
600	1.89814578
601	1.897757101
602	1.897494346
603	1.897246437
604	1.897077886
605	1.89660358
606	1.896407793
607	1.896008559
608	1.895692085
609	1.895482136
610	1.895253473
611	1.895060163
612	1.894885771
613	1.894566763
614	1.894097294
615	1.893745774
616	1.893503826
617	1.893197507
618	1.892857961
619	1.892630638
620	1.892428908
621	1.892036377
622	1.891576854
623	1.891304674
624	1.891055047
625	1.890766922
626	1.890502853
627	1.890041979
628	1.889767516
629	1.889511019
630	1.889064439
631	1.888911179
632	1.887213476
633	1.887004407
634	1.886853394
635	1.885399984
636	1.885011722
637	1.884297512
638	1.88409057
639	1.883856771
640	1.883655842
641	1.883142761
642	1.882931492
643	1.882636686
644	1.882432817
645	1.882313566
646	1.881958206
647	1.881756079
648	1.881636512
649	1.881301559
650	1.881165086
651	1.880889858
652	1.880731427
653	1.880496208
654	1.880203179
655	1.87976936
656	1.879632355
657	1.879352161
658	1.878949349
659	1.878722534
660	1.878446353
661	1.878120238
662	1.877925925
663	1.877719388
664	1.877430575
665	1.877106686
666	1.876862533
667	1.876618902
668	1.876397262
669	1.876009618
670	1.875742197
671	1.875292594
672	1.875186398
673	1.874950576
674	1.874857745
675	1.874662655
676	1.874394179
677	1.874098725
678	1.873621735
679	1.873493398
680	1.873336718
681	1.873193448
682	1.87302055
683	1.872853418
684	1.87268833
685	1.872525419
686	1.872443398
687	1.872252601
688	1.872062864
689	1.871851828
690	1.871634075
691	1.871520922
692	1.871402294
693	1.871205765
694	1.870946317
695	1.870724016
696	1.870515707
697	1.870426375
698	1.87015214
699	1.869998709
700	1.869875784
701	1.869640034
702	1.869489475
703	1.869376785
704	1.869095341
705	1.868746246
706	1.868534265
707	1.868318452
708	1.868036664
709	1.867819836
710	1.867537786
711	1.867332653
712	1.867049577
713	1.866846039
714	1.866639989
715	1.866403465
716	1.866143392
717	1.865995855
718	1.865652246
719	1.865419586
720	1.865281817
721	1.865002494
722	1.864722356
723	1.864433616
724	1.864289304
725	1.864132911
726	1.864019693
727	1.863877894
728	1.863658185
729	1.863447857
730	1.863340358
731	1.863114447
732	1.863004531
733	1.862795179
734	1.862548656
735	1.861849114
736	1.861562502
737	1.861458023
738	1.861294279
739	1.861128584
740	1.861041108
741	1.860907449
742	1.860510956
743	1.860356789
744	1.860147387
745	1.860028869
746	1.859874971
747	1.859619665
748	1.859376189
749	1.859146102
750	1.858579402
751	1.85846102
752	1.858216139
753	1.858072724
754	1.857786692
755	1.857561964
756	1.857179617
757	1.857001896
758	1.856652166
759	1.856611901
760	1.856489605
761	1.856368457
762	1.856254269
763	1.856106824
764	1.855865833
765	1.855692009
766	1.855578265
767	1.855407684
768	1.855183265
769	1.855112052
770	1.855011045
771	1.854857049
772	1.854683324
773	1.854545194
774	1.854353519
775	1.854186599
776	1.853885954
777	1.85233993
778	1.852266893
779	1.852092332
780	1.851938258
781	1.851663286
782	1.85154524
783	1.851342922
784	1.851222028
785	1.851093659
786	1.850960185
787	1.850731378
788	1.850501326
789	1.850363037
790	1.850307447
791	1.850119834
792	1.849857413
793	1.849757506
794	1.849696539
795	1.849571458
796	1.849499075
797	1.849362762
798	1.849096919
799	1.848964981
800	1.848691669
801	1.848584833
802	1.848488065
803	1.848190534
804	1.848097815
805	1.847906329
806	1.847797881
807	1.847691172
808	1.847408389
809	1.847280659
810	1.847115865
811	1.846856756
812	1.8467732
813	1.846652747
814	1.846583188
815	1.846481485
816	1.846350882
817	1.846148837
818	1.846054208
819	1.845935955
820	1.845731007
821	1.845615075
822	1.845533991
823	1.845393524
824	1.845252406
825	1.845135035
826	1.844914938
827	1.844814635
828	1.844695597
829	1.844474766
830	1.844370419
831	1.844271282
832	1.844165727
833	1.844002099
834	1.843789848
835	1.843672836
836	1.843567715
837	1.843411315
838	1.843247308
839	1.843033088
840	1.842962535
841	1.842857954
842	1.84270097
843	1.842633794
844	1.842388654
845	1.842184296
846	1.842053725
847	1.841955957
848	1.841803441
849	1.841608979
850	1.841419481
851	1.841357319
852	1.841218492
853	1.84108103
854	1.84085735
855	1.840821953
856	1.840700738
857	1.840560662
858	1.840522942
859	1.840386816
860	1.840224966
861	1.840123581
862	1.840070143
863	1.839582526
864	1.839453372
865	1.839283823
866	1.839147799
867	1.83906156
868	1.838994556
869	1.838757645
870	1.838575857
871	1.838472223
872	1.838317347
873	1.838164779
874	1.838103743
875	1.838044757
876	1.837836181
877	1.837773443
878	1.837663124
879	1.837606651
880	1.837508153
881	1.837313115
882	1.837050825
883	1.836890646
884	1.836835744
885	1.83678121
886	1.836716593
887	1.836683472
888	1.836630145
889	1.836355375
890	1.836251787
891	1.8360174
892	1.835954302
893	1.835896855
894	1.835819504
895	1.835743328
896	1.835612301
897	1.835479045
898	1.835372504
899	1.835194753
900	1.835135076
901	1.835017341
902	1.834845602
903	1.834784111
904	1.834741186
905	1.834635779
906	1.834562199
907	1.834157729
908	1.834026605
909	1.833876345
910	1.833681232
911	1.833627439
912	1.833510649
913	1.833428319
914	1.833342019
915	1.833282798
916	1.833133909
917	1.83288549
918	1.832727102
919	1.832594963
920	1.832534871
921	1.832477273
922	1.832429371
923	1.832371694
924	1.832257585
925	1.832177414
926	1.832071115
927	1.831968641
928	1.83187868
929	1.831689143
930	1.831617275
931	1.831536906
932	1.831445992
933	1.831401762
934	1.831363513
935	1.831275064
936	1.831213357
937	1.831150319
938	1.831051195
939	1.830869037
940	1.83069434
941	1.830583616
942	1.830503732
943	1.830388867
944	1.830353762
945	1.830239384
946	1.830183702
947	1.830102982
948	1.829944763
949	1.82990991
950	1.829814662
951	1.829789115
952	1.829726586
953	1.829692842
954	1.829615527
955	1.829551741
956	1.829469714
957	1.82936483
958	1.829237418
959	1.828910906
960	1.828856923
961	1.828637842
962	1.828544875
963	1.828440789
964	1.828385823
965	1.828246534
966	1.828130698
967	1.828059152
968	1.827869834
969	1.827690682
970	1.827636478
971	1.827584723
972	1.827502366
973	1.827375257
974	1.827269617
975	1.827158287
976	1.827104745
977	1.826843122
978	1.826787666
979	1.826716127
980	1.826683215
981	1.826652687
982	1.826621387
983	1.826510813
984	1.826370025
985	1.826316534
986	1.826158649
987	1.826105624
988	1.825955716
989	1.825912482
990	1.825770068
991	1.825729646
992	1.825584727
993	1.825466992
994	1.825266092
995	1.825183172
996	1.825083929
997	1.824919654
998	1.824802245
999	1.824750673
1000	1.82469899
1001	1.824557369
1002	1.824435451
1003	1.824386309
1004	1.824291476
1005	1.824160027
1006	1.824101811
1007	1.824063249
1008	1.823946366
1009	1.823902887
1010	1.823877496
1011	1.823738295
1012	1.82368863
1013	1.823554415
1014	1.823476366
1015	1.823434167
1016	1.823359917
1017	1.823257599
1018	1.823149282
1019	1.82309336
1020	1.822955973
1021	1.822907468
1022	1.822830317
1023	1.822746076
1024	1.822608222
1025	1.822533355
1026	1.822402272
1027	1.822354163
1028	1.82226797
1029	1.822138916
1030	1.822011023
1031	1.8219258
1032	1.821587812
1033	1.821493987
1034	1.821283197
1035	1.821114797
1036	1.820987049
1037	1.820879135
1038	1.820802988
1039	1.82073846
1040	1.82066138
1041	1.820576696
1042	1.820529627
1043	1.82040547
1044	1.820370405
1045	1.820317723
1046	1.820209945
1047	1.820175704
1048	1.820081244
1049	1.819973923
1050	1.819917193
1051	1.819660528
1052	1.819562239
1053	1.819435519
1054	1.819338949
1055	1.819250758
1056	1.819116667
1057	1.819040982
1058	1.818894022
1059	1.818806798
1060	1.818755943
1061	1.818706574
1062	1.818659184
1063	1.81856091
1064	1.818506388
1065	1.818443244
1066	1.818360834
1067	1.818306751
1068	1.818235213
1069	1.818125345
1070	1.818079105
1071	1.818038216
1072	1.817935167
1073	1.817798285
1074	1.817742794
1075	1.817492063
1076	1.81739085
1077	1.817138479
1078	1.817033697
1079	1.816804113
1080	1.816627686
1081	1.816581705
1082	1.816515415
1083	1.816408937
1084	1.816363726
1085	1.816339766
1086	1.81631126
1087	1.816115686
1088	1.816062323
1089	1.815867021
1090	1.8156252
1091	1.815508134
1092	1.815406621
1093	1.815280323
1094	1.815197755
1095	1.815131011
1096	1.815022141
1097	1.81497606
1098	1.814909596
1099	1.814777379
1100	1.81473189
1101	1.814656061
1102	1.814562468
1103	1.814530576
1104	1.814375905
1105	1.814268715
1106	1.814201588
1107	1.814137594
1108	1.814078154
1109	1.814028609
1110	1.813979892
1111	1.813911797
1112	1.813810984
1113	1.813763521
1114	1.813721693
1115	1.813690054
1116	1.813650122
1117	1.813496585
1118	1.813383689
1119	1.813296772
1120	1.813166834
1121	1.813053517
1122	1.812971652
1123	1.812919864
1124	1.812834459
1125	1.812752724
1126	1.812654071
1127	1.812568166
1128	1.81252716
1129	1.812434307
1130	1.812356064
1131	1.812133102
1132	1.811889387
1133	1.811627686
1134	1.81147251
1135	1.811419899
1136	1.811328214
1137	1.81121771
1138	1.811143742
1139	1.811086711
1140	1.810971414
1141	1.810902048
1142	1.810795495
1143	1.810584295
1144	1.810391729
1145	1.81032557
1146	1.810013594
1147	1.809909439
1148	1.8098059
1149	1.80972505
1150	1.809662148
1151	1.809620789
1152	1.809407821
1153	1.80934177
1154	1.809301669
1155	1.809145644
1156	1.809068057
1157	1.808974472
1158	1.808863195
1159	1.808597996
1160	1.80844771
1161	1.808323285
1162	1.808281548
1163	1.808217115
1164	1.808093523
1165	1.807886823
1166	1.80775148
1167	1.807600995
1168	1.807561267
1169	1.807471828
1170	1.807364651
1171	1.807286669
1172	1.807064664
1173	1.806912739
1174	1.806781365
1175	1.806690481
1176	1.806609641
1177	1.806508585
1178	1.806262415
1179	1.806159876
1180	1.80610015
1181	1.806011228
1182	1.805936105
1183	1.805799687
1184	1.805700446
1185	1.805615893
1186	1.805483507
1187	1.805444806
1188	1.805394276
1189	1.805343514
1190	1.805104993
1191	1.804968339
1192	1.804824107
1193	1.804749375
1194	1.804709695
1195	1.804628915
1196	1.804443852
1197	1.804349208
1198	1.804290532
1199	1.804149128
1200	1.804077013
1201	1.80396999
1202	1.803815959
1203	1.803714358
1204	1.803586528
1205	1.803447722
1206	1.80336372
1207	1.80318865
1208	1.803149159
1209	1.803039835
1210	1.802825531
1211	1.80260237
1212	1.802521357
1213	1.802429542
1214	1.802368634
1215	1.802277194
1216	1.802145928
1217	1.802071182
1218	1.802021505
1219	1.801917018
1220	1.801848819
1221	1.801811186
1222	1.801751324
1223	1.801642219
1224	1.801583918
1225	1.801477454
1226	1.801434676
1227	1.801354517
1228	1.801231896
1229	1.801128883
1230	1.801005166
1231	1.800910325
1232	1.800816315
1233	1.800773035
1234	1.800702525
1235	1.800587519
1236	1.800528593
1237	1.800465355
1238	1.800368047
1239	1.800294563
1240	1.800249599
1241	1.800203111
1242	1.800103971
1243	1.800030148
1244	1.799966809
1245	1.799839257
1246	1.799766106
1247	1.799656848
1248	1.799438226
1249	1.799365267
1250	1.799291768
1251	1.799256221
1252	1.799185848
1253	1.799051685
1254	1.798926523
1255	1.798706035
1256	1.798629847
1257	1.798544066
1258	1.798337117
1259	1.798285397
1260	1.798203637
1261	1.798155649
1262	1.798042563
1263	1.798006096
1264	1.797969597
1265	1.797892922
1266	1.797857018
1267	1.797713866
1268	1.797685218
1269	1.797600943
1270	1.79755342
1271	1.797480756
1272	1.797400652
1273	1.797324431
1274	1.797229407
1275	1.797068201
1276	1.796983113
1277	1.796853531
1278	1.796827395
1279	1.796762597
1280	1.796734428
1281	1.796655268
1282	1.796622492
1283	1.796551856
1284	1.796310789
1285	1.796221164
1286	1.79618048
1287	1.796054411
1288	1.795964464
1289	1.795889998
1290	1.795830073
1291	1.795748709
1292	1.795666858
1293	1.795493996
1294	1.795292723
1295	1.795231924
1296	1.795153539
1297	1.795082986
1298	1.794858424
1299	1.79480268
1300	1.794775084
1301	1.794648841
1302	1.794410397
1303	1.794199412
1304	1.794151411
1305	1.793878956
1306	1.793781695
1307	1.793668826
1308	1.793403728
1309	1.793334618
1310	1.793135486
1311	1.793045281
1312	1.792964327
1313	1.792929781
1314	1.79284766
1315	1.7927751
1316	1.792631126
1317	1.792580958
1318	1.792470015
1319	1.792424743
1320	1.792317451
1321	1.792204685
1322	1.792073751
1323	1.792000311
1324	1.791952234
1325	1.791756703
1326	1.791696567
1327	1.791463371
1328	1.791341588
1329	1.791195986
1330	1.791134459
1331	1.791070278
1332	1.791012815
1333	1.790810826
1334	1.790732361
1335	1.790618828
1336	1.790510454
1337	1.790459802
1338	1.790340912
1339	1.790315786
1340	1.790246998
1341	1.790163871
1342	1.79010295
1343	1.790043172
1344	1.790020713
1345	1.789957533
1346	1.789918142
1347	1.78979093
1348	1.789748708
1349	1.789670703
1350	1.789440117
1351	1.789339899
1352	1.789291088
1353	1.78925782
1354	1.789192335
1355	1.789159963
1356	1.789090055
1357	1.78896946
1358	1.788937372
1359	1.78877217
1360	1.7887519
1361	1.788615211
1362	1.788525856
1363	1.788385186
1364	1.788330402
1365	1.788239196
1366	1.788095437
1367	1.788026613
1368	1.787920289
1369	1.787876253
1370	1.787833568
1371	1.787701399
1372	1.787568846
1373	1.787487624
1374	1.787418012
1375	1.787232553
1376	1.787110723
1377	1.787047091
1378	1.786927295
1379	1.78685111
1380	1.786751296
1381	1.786679662
1382	1.786527595
1383	1.78637529
1384	1.786292427
1385	1.786216691
1386	1.786124862
1387	1.785973629
1388	1.785780044
1389	1.785643367
1390	1.785396883
1391	1.785349236
1392	1.785192054
1393	1.785097531
1394	1.785019262
1395	1.784871256
1396	1.784815914
1397	1.784670272
1398	1.784580426
1399	1.784338342
1400	1.784252613
1401	1.784181748
1402	1.784137699
1403	1.784092527
1404	1.783964063
1405	1.783809712
1406	1.783784209
1407	1.783686637
1408	1.783602577
1409	1.783493352
1410	1.783443784
1411	1.783343038
1412	1.783168805
1413	1.783095165
1414	1.783033703
1415	1.782953358
1416	1.782745769
1417	1.782568459
1418	1.782502222
1419	1.782367313
1420	1.782195439
1421	1.781810548
1422	1.781700682
1423	1.78167542
1424	1.781584295
1425	1.781500011
1426	1.781473599
1427	1.78140085
1428	1.781379339
1429	1.781187831
1430	1.781060459
1431	1.780945207
1432	1.780761388
1433	1.780656573
1434	1.78051615
1435	1.780496336
1436	1.780437587
1437	1.780379419
1438	1.7802663
1439	1.780110707
1440	1.77992857
1441	1.779845118
1442	1.779769941
1443	1.779703452
1444	1.779605519
1445	1.779548865
1446	1.779439965
1447	1.779315977
1448	1.779282875
1449	1.779082553
1450	1.778900036
1451	1.778823892
1452	1.778778773
1453	1.7787348
1454	1.778509158
1455	1.77823764
1456	1.778165674
1457	1.778122426
1458	1.778020804
1459	1.777869449
1460	1.777832824
1461	1.777680404
1462	1.777491932
1463	1.777337901
1464	1.777219729
1465	1.777035298
1466	1.776910216
1467	1.776842382
1468	1.776573106
1469	1.776492226
1470	1.776408257
1471	1.776188227
1472	1.776073733
1473	1.775898378
1474	1.775725143
1475	1.775594616
1476	1.775489398
1477	1.775460106
1478	1.775355835
1479	1.775300097
1480	1.775246407
1481	1.77516568
1482	1.775061812
1483	1.774990427
1484	1.774924732
1485	1.774863141
1486	1.774743092
1487	1.774605971
1488	1.77448073
1489	1.774401655
1490	1.774375773
1491	1.774167431
1492	1.774096415
1493	1.774056527
1494	1.77399501
1495	1.773947624
1496	1.773877749
1497	1.773735423
1498	1.773666665
1499	1.77354092
1500	1.773339592
1501	1.773279562
1502	1.77324254
1503	1.773195171
1504	1.773085241
1505	1.772935707
1506	1.772656796
1507	1.77248491
1508	1.772374103
1509	1.772333784
1510	1.772246799
1511	1.772215775
1512	1.772131461
1513	1.771924938
1514	1.771864603
1515	1.77177125
1516	1.771594746
1517	1.771523534
1518	1.77146284
1519	1.771317054
1520	1.771180249
1521	1.771140339
1522	1.771061204
1523	1.770785574
1524	1.770710721
1525	1.770642091
1526	1.770540623
1527	1.770422429
1528	1.770392206
1529	1.770354734
1530	1.770242119
1531	1.770110309
1532	1.769991986
1533	1.769908802
1534	1.769878804
1535	1.769719113
1536	1.769642398
1537	1.769544932
1538	1.769520741
1539	1.769342594
1540	1.769316126
1541	1.769245758
1542	1.769063557
1543	1.769010901
1544	1.768945957
1545	1.768712163
1546	1.768654863
1547	1.768479639
1548	1.768338346
1549	1.768298532
1550	1.768199805
1551	1.767967132
1552	1.767831664
1553	1.767585321
1554	1.767448596
1555	1.767410132
1556	1.767298177
1557	1.767230809
1558	1.767157784
1559	1.76700157
1560	1.766804419
1561	1.76657588
1562	1.766440692
1563	1.766264924
1564	1.766199348
1565	1.766089285
1566	1.765957337
1567	1.765813271
1568	1.765674545
1569	1.765556292
1570	1.765387895
1571	1.765182995
1572	1.765083147
1573	1.764949761
1574	1.764894204
1575	1.764657741
1576	1.764633105
1577	1.764571382
1578	1.764475743
1579	1.764343986
1580	1.764029896
1581	1.763890623
1582	1.763821535
1583	1.763716342
1584	1.763613835
1585	1.763426414
1586	1.763358127
1587	1.763279029
1588	1.763140666
1589	1.762969361
1590	1.7628229
1591	1.762637467
1592	1.762519702
1593	1.762421095
1594	1.762338124
1595	1.762128934
1596	1.761925305
1597	1.761865469
1598	1.761663266
1599	1.761637895
1600	1.761507638
1601	1.761439557
1602	1.761261739
1603	1.761170956
1604	1.761118848
1605	1.761024839
1606	1.760923934
1607	1.7607477
1608	1.76062035
1609	1.76054728
1610	1.760451666
1611	1.76028991
1612	1.760162284
1613	1.759987279
1614	1.759901831
1615	1.759864179
1616	1.759643839
1617	1.759512007
1618	1.759395106
1619	1.759264408
1620	1.759090851
1621	1.758994569
1622	1.758893614
1623	1.758815247
1624	1.75868194
1625	1.758537753
1626	1.7584718
1627	1.758344135
1628	1.758217863
1629	1.758015658
1630	1.757966541
1631	1.757805309
1632	1.757669655
1633	1.757594846
1634	1.757552729
1635	1.757396184
1636	1.757339135
1637	1.757280525
1638	1.757152719
1639	1.757081177
1640	1.756850913
1641	1.756783129
1642	1.756729653
1643	1.756702105
1644	1.75650085
1645	1.756452067
1646	1.756354203
1647	1.756189476
1648	1.756145519
1649	1.755975967
1650	1.755778227
1651	1.755755889
1652	1.755673465
1653	1.755523566
1654	1.755449804
1655	1.755376439
1656	1.755249172
1657	1.755206474
1658	1.755145032
1659	1.755094657
1660	1.755026786
1661	1.754903429
1662	1.754811833
1663	1.754663122
1664	1.75461073
