iter	Passed	Remaining
1229	20780	148163
1230	20796	148142
1231	20813	148125
1232	20828	148097
1233	20844	148076
1234	20861	148055
1235	20877	148033
1236	20893	148012
1237	20910	147992
1238	20927	147976
1239	20944	147962
1240	20970	148011
1241	20989	148007
1242	21005	147983
1243	21021	147962
1244	21038	147946
1245	21055	147932
1246	21072	147909
1247	21088	147892
1248	21105	147874
1249	21122	147858
1250	21139	147838
1251	21155	147820
1252	21172	147802
1253	21189	147789
1254	21207	147775
1255	21223	147752
1256	21242	147748
1257	21259	147732
1258	21275	147711
1259	21291	147688
1260	21308	147670
1261	21324	147650
1262	21341	147636
1263	21357	147609
1264	21374	147593
1265	21391	147578
1266	21409	147568
1267	21427	147557
1268	21444	147541
1269	21462	147530
1270	21478	147511
1271	21495	147495
1272	21512	147478
1273	21529	147459
1274	21545	147437
1275	21562	147422
1276	21579	147408
1277	21596	147390
1278	21613	147374
1279	21631	147365
1280	21651	147369
1281	21669	147358
1282	21685	147337
1283	21701	147315
1284	21721	147316
1285	21738	147299
1286	21755	147283
1287	21771	147259
1288	21787	147239
1289	21804	147222
1290	21822	147209
1291	21838	147192
1292	21857	147189
1293	21874	147172
1294	21891	147152
1295	21907	147133
1296	21924	147115
1297	21941	147096
1298	21958	147080
1299	21978	147086
1300	22000	147104
1301	22018	147095
1302	22035	147077
1303	22052	147061
1304	22073	147070
1305	22088	147045
1306	22105	147023
1307	22122	147006
1308	22139	146990
1309	22155	146973
1310	22173	146958
1311	22189	146939
1312	22207	146925
1313	22226	146923
1314	22243	146906
1315	22259	146886
1316	22276	146867
1317	22293	146853
1318	22310	146835
1319	22326	146812
1320	22345	146807
1321	22361	146784
1322	22377	146765
1323	22394	146748
1324	22411	146729
1325	22427	146708
1326	22444	146692
1327	22461	146677
1328	22479	146666
1329	22496	146647
1330	22512	146628
1331	22529	146610
1332	22545	146586
1333	22562	146568
1334	22578	146549
1335	22595	146530
1336	22611	146512
1337	22628	146494
1338	22645	146477
1339	22662	146463
1340	22679	146441
1341	22695	146422
1342	22712	146404
1343	22728	146380
1344	22744	146359
1345	22761	146340
1346	22778	146324
1347	22795	146309
1348	22811	146289
1349	22829	146280
1350	22846	146263
1351	22863	146242
1352	22879	146224
1353	22895	146201
1354	22913	146191
1355	22929	146167
1356	22946	146152
1357	22962	146129
1358	22979	146109
1359	22995	146090
1360	23016	146098
1361	23040	146125
1362	23057	146107
1363	23074	146095
1364	23092	146080
1365	23108	146060
1366	23125	146042
1367	23141	146020
1368	23158	146003
1369	23175	145990
1370	23193	145975
1371	23211	145970
1372	23227	145944
1373	23243	145923
